<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AAPL;60;240318;120000;175.64;175.65;175.08;175.08;367390
AAPL;60;240318;130000;175.08;175.45;174.75;175.13;271407
AAPL;60;240318;140000;175.1;175.54;174.83;174.98;202250
AAPL;60;240318;150000;175;175.17;173.52;173.7;517239
AAPL;60;240319;090000;174.33;174.49;173.03;174.45;338885
AAPL;60;240319;100000;174.455;175.36;174.44;174.88;461092
AAPL;60;240319;110000;174.89;175.415;174.62;175.21;210572
AAPL;60;240319;120000;175.21;175.47;174.885;175.31;161964
AAPL;60;240319;130000;175.37;176.11;175.36;176.11;201320
AAPL;60;240319;140000;176.12;176.6;176.08;176.21;268649
AAPL;60;240319;150000;176.21;176.54;175.79;176.08;498187
AAPL;60;240320;090000;175.72;176.08;175.12;175.685;250017
AAPL;60;240320;100000;175.685;176.37;175.6;175.93;221289
AAPL;60;240320;110000;175.91;176.2;175.72;176.16;133065
AAPL;60;240320;120000;176.15;176.76;176.06;176.7;157083
AAPL;60;240320;130000;176.7;176.77;176.29;176.64;195287
AAPL;60;240320;140000;176.64;178.23;176.6;177.955;637602
AAPL;60;240320;150000;177.985;178.67;177.82;178.65;866718
AAPL;60;240321;090000;177.05;177.47;176;176.06;439853
AAPL;60;240321;100000;176.05;176.18;172.59;172.6;938354
AAPL;60;240321;110000;172.61;173.23;171.83;171.98;764966
AAPL;60;240321;120000;171.98;172.6;171.86;172.14;358679
AAPL;60;240321;130000;172.14;172.4;171.07;171.1;382220
AAPL;60;240321;140000;171.09;171.47;170.85;171.11;401745
AAPL;60;240321;150000;171.12;171.56;170.84;171.37;685776
AAPL;60;240322;090000;171.73;172.31;170.06;171.03;453477
AAPL;60;240322;100000;171.07;172.55;170.88;171.89;499830
AAPL;60;240322;110000;171.91;172.87;171.83;172.6;303823
AAPL;60;240322;120000;172.59;172.89;172.09;172.65;281765
AAPL;60;240322;130000;172.64;172.94;172.365;172.66;233644
AAPL;60;240322;140000;172.66;172.93;172.37;172.74;257026
AAPL;60;240322;150000;172.75;173.05;172.23;172.25;545453
AAPL;60;240325;090000;170.54;170.61;169.45;170.17;420156
AAPL;60;240325;100000;170.18;170.61;169.77;170.545;314146
AAPL;60;240325;110000;170.54;170.76;170.09;170.62;192314
AAPL;60;240325;120000;170.62;171.14;170.39;170.99;193530
AAPL;60;240325;130000;171;171.51;170.99;171.46;194252
AAPL;60;240325;140000;171.47;171.6;171.24;171.45;144019
AAPL;60;240325;150000;171.45;171.93;170.795;170.85;506663
AAPL;60;240326;090000;170;170.82;169.66;170.74;284312
AAPL;60;240326;100000;170.74;171.06;170.37;170.65;350746
AAPL;60;240326;110000;170.65;170.86;170.44;170.57;198265
AAPL;60;240326;120000;170.56;171.25;170.55;171.05;219140
AAPL;60;240326;130000;171.06;171.42;170.28;170.295;256914
AAPL;60;240326;140000;170.29;170.57;170.16;170.54;170737
AAPL;60;240326;150000;170.55;170.68;169.6;169.82;891483
AAPL;60;240327;090000;170.41;172.87;170.12;172.72;445826
AAPL;60;240327;100000;172.7;173.11;171.95;172.45;518724
AAPL;60;240327;110000;172.44;172.76;172.06;172.065;213025
AAPL;60;240327;120000;172.08;172.34;171.87;172.16;153762
AAPL;60;240327;130000;172.165;172.49;172;172.29;159515
AAPL;60;240327;140000;172.28;172.82;172.24;172.73;196532
AAPL;60;240327;150000;172.7;173.6;172.625;173.41;779543
AAPL;60;240328;090000;171.71;171.97;170.74;171.34;412804
AAPL;60;240328;100000;171.36;171.48;170.51;170.86;398365
AAPL;60;240328;110000;170.86;171.13;170.56;171.11;219054
AAPL;60;240328;120000;171.105;171.34;170.735;171.32;185746
AAPL;60;240328;130000;171.32;171.49;170.89;171.48;134410
AAPL;60;240328;140000;171.48;172.07;171.32;172.06;195727
AAPL;60;240328;150000;172.06;172.22;171.25;171.34;496728
AAPL;60;240401;090000;171.19;171.23;170.05;170.14;315696
AAPL;60;240401;100000;170.12;170.45;169.83;169.88;366195
AAPL;60;240401;110000;169.88;170.08;169.48;169.64;223837
AAPL;60;240401;120000;169.65;170;169.59;169.83;100155
AAPL;60;240401;130000;169.83;170.09;169.77;170;136469
AAPL;60;240401;140000;169.995;170.07;169.87;170.01;137222
AAPL;60;240401;150000;170.01;170.24;169.86;170;492733
AAPL;60;240402;090000;169.08;169.3;168.24;169.07;403867
AAPL;60;240402;100000;169.14;169.34;168.54;168.68;309413
AAPL;60;240402;110000;168.67;169.14;168.62;168.66;199923
AAPL;60;240402;120000;168.65;168.85;168.37;168.8;161150
AAPL;60;240402;130000;168.8;169.1;168.8;169.01;177499
AAPL;60;240402;140000;169.02;169.055;168.76;168.82;176722
AAPL;60;240402;150000;168.83;169.22;168.73;168.94;607559
AAPL;60;240403;090000;168.79;169.32;168.59;169.08;182294
AAPL;60;240403;100000;169.09;170.64;169.09;170.51;305897
AAPL;60;240403;110000;170.52;170.67;170.38;170.4;172993
AAPL;60;240403;120000;170.4;170.44;169.74;170.22;243437
AAPL;60;240403;130000;170.2;170.385;170.16;170.17;145646
AAPL;60;240403;140000;170.14;170.37;170.07;170.265;119131
AAPL;60;240403;150000;170.23;170.6;169.3;169.67;688838
AAPL;60;240404;090000;170.4;171;170.04;170.97;271222
AAPL;60;240404;100000;171;171.18;170.71;171.02;207490
AAPL;60;240404;110000;171.02;171.76;170.86;171.73;196868
AAPL;60;240404;120000;171.73;171.92;171.35;171.43;180960
AAPL;60;240404;130000;171.41;171.61;170.81;170.81;142501
AAPL;60;240404;140000;170.82;170.82;169.2;169.8;525868
AAPL;60;240404;150000;169.73;169.93;168.83;168.91;780210
AAPL;60;240405;090000;169.51;169.72;168.96;169.53;234953
AAPL;60;240405;100000;169.53;169.91;169.05;169.65;249187
AAPL;60;240405;110000;169.63;170.235;169.22;170.21;242011
AAPL;60;240405;120000;170.215;170.38;169.935;170.26;230033
AAPL;60;240405;130000;170.27;170.37;169.51;169.62;210418
AAPL;60;240405;140000;169.62;169.97;169.35;169.59;208303
AAPL;60;240405;150000;169.585;169.98;169.5;169.6;388826
AAPL;60;240408;090000;169.03;169.18;168.24;169;201915
AAPL;60;240408;100000;168.98;169.14;168.71;169;206846
AAPL;60;240408;110000;168.985;169.07;168.44;168.665;183348
AAPL;60;240408;120000;168.64;168.83;168.27;168.815;159836
AAPL;60;240408;130000;168.81;168.82;168.41;168.69;75128
AAPL;60;240408;140000;168.71;168.89;168.545;168.76;80570
AAPL;60;240408;150000;168.75;168.95;168.33;168.48;343958
AAPL;60;240409;090000;168.71;169.87;168.5;169.61;226628
AAPL;60;240409;100000;169.595;170.07;168.48;168.84;260958
AAPL;60;240409;110000;168.84;169.16;168.6;168.98;160042
AAPL;60;240409;120000;168.97;169.24;168.83;169.05;144909
AAPL;60;240409;130000;169.05;169.54;168.94;168.96;170183
AAPL;60;240409;140000;168.95;168.95;168.505;168.59;189938
AAPL;60;240409;150000;168.58;169.73;168.35;169.69;413795
AAPL;60;240410;090000;168.85;169.08;167.33;167.48;371436
AAPL;60;240410;100000;167.42;168.69;167.12;168.02;414264
AAPL;60;240410;110000;168;168.02;167.55;167.64;182735
AAPL;60;240410;120000;167.65;168.43;167.59;168.41;241577
AAPL;60;240410;130000;168.445;168.6;167.64;168.25;244895
AAPL;60;240410;140000;168.29;168.4;167.69;167.72;191044
AAPL;60;240410;150000;167.72;168.68;167.69;167.75;475596
AAPL;60;240411;090000;168.25;169.17;168.17;168.97;247160
AAPL;60;240411;100000;168.97;169.32;168.32;169.15;288251
AAPL;60;240411;110000;169.19;169.94;168.945;169.91;241451
AAPL;60;240411;120000;169.93;170.43;169.84;170.39;278597
AAPL;60;240411;130000;170.39;173.25;170.3;173.01;703759
AAPL;60;240411;140000;173.02;174.5;172.95;173.59;655912
AAPL;60;240411;150000;173.56;175.46;173.55;175.04;1060727
AAPL;60;240412;090000;174.38;178.35;174.22;178.08;1013777
AAPL;60;240412;100000;178.05;178.18;175.75;175.88;672044
AAPL;60;240412;110000;175.89;176.98;175.34;175.91;390656
AAPL;60;240412;120000;175.96;176.22;174.92;175.02;325583
AAPL;60;240412;130000;175.02;175.96;174.81;175.41;322109
AAPL;60;240412;140000;175.4;176.25;175.36;175.94;380424
AAPL;60;240412;150000;175.94;176.74;175.63;176.57;789716
AAPL;60;240415;090000;175.36;175.98;173.83;174.62;396744
AAPL;60;240415;100000;174.63;175.27;174.5;174.84;364142
AAPL;60;240415;110000;174.84;176.62;174.84;176;375953
AAPL;60;240415;120000;176.005;176.14;174.9;175.13;193760
AAPL;60;240415;130000;175.13;175.55;173.55;173.9;418130
AAPL;60;240415;140000;173.87;173.87;172.5;173.32;346192
AAPL;60;240415;150000;173.33;173.61;172.67;172.67;501361
