<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AAPL;60;230510;140000;172.3;173.16;172.26;173.06;220117
AAPL;60;230510;150000;173.05;173.91;172.95;173.545;627899
AAPL;60;230511;090000;173.85;173.96;172.2;172.28;364918
AAPL;60;230511;100000;172.29;173.25;172.17;173.22;346700
AAPL;60;230511;110000;173.24;173.87;173.18;173.6;343517
AAPL;60;230511;120000;173.59;174.025;173.35;173.76;245275
AAPL;60;230511;130000;173.77;173.94;173.06;173.67;245536
AAPL;60;230511;140000;173.67;174.57;173.56;174.37;265070
AAPL;60;230511;150000;174.39;174.39;173.5;173.83;542214
AAPL;60;230512;090000;173.71;174.06;172.96;173.17;254458
AAPL;60;230512;100000;173.09;173.24;172.33;172.77;314534
AAPL;60;230512;110000;172.78;172.97;172.32;172.67;261567
AAPL;60;230512;120000;172.68;172.68;171.49;171.54;261470
AAPL;60;230512;130000;171.53;172;171.21;171.27;222286
AAPL;60;230512;140000;171.27;171.75;171;171.655;246040
AAPL;60;230512;150000;171.68;172.62;171.56;172.54;494012
AAPL;60;230515;090000;173.14;173.18;171.84;171.98;288476
AAPL;60;230515;100000;171.98;172.27;171.47;171.91;272905
AAPL;60;230515;110000;171.9;172.42;171.9;172.35;186905
AAPL;60;230515;120000;172.38;172.41;171.94;172.19;110105
AAPL;60;230515;130000;172.21;172.3;171.53;171.88;182127
AAPL;60;230515;140000;171.87;172.01;171.66;171.74;137556
AAPL;60;230515;150000;171.75;172.185;171.68;172.14;282979
AAPL;60;230516;090000;171.99;173.13;171.99;172.62;357168
AAPL;60;230516;100000;172.63;172.69;171.88;172.28;322731
AAPL;60;230516;110000;172.285;172.345;171.84;172.22;167246
AAPL;60;230516;120000;172.235;172.5;171.97;172.16;135497
AAPL;60;230516;130000;172.19;172.335;172.05;172.3;116827
AAPL;60;230516;140000;172.33;172.47;171.8;172.39;189124
AAPL;60;230516;150000;172.4;172.72;172.03;172.08;423803
AAPL;60;230517;090000;171.71;172.14;170.43;170.53;446157
AAPL;60;230517;100000;170.51;171.21;170.44;171.03;312246
AAPL;60;230517;110000;171.04;171.26;170.475;171.055;240727
AAPL;60;230517;120000;171.05;171.74;170.84;171.6;209056
AAPL;60;230517;130000;171.65;172.86;171.6;172.83;380320
AAPL;60;230517;140000;172.85;172.85;171.95;172.09;203197
AAPL;60;230517;150000;172.11;172.92;171.945;172.66;552807
AAPL;60;230518;090000;173.08;173.5;172.59;173.05;236088
AAPL;60;230518;100000;173.08;174.35;172.83;174.29;412410
AAPL;60;230518;110000;174.28;175;174.26;174.81;397081
AAPL;60;230518;120000;174.79;174.87;174.135;174.29;296912
AAPL;60;230518;130000;174.29;174.84;173.76;173.825;247270
AAPL;60;230518;140000;173.815;174.685;173.69;174.44;225754
AAPL;60;230518;150000;174.44;175.23;174.22;175.065;916887
AAPL;60;230518;160000;175.06;175.065;175.06;175.065;310
AAPL;60;230519;090000;176.22;176.23;175.53;176;284368
