<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AAPL;60;231114;120000;186.66;187.46;186.63;187.435;245705
AAPL;60;231114;130000;187.44;187.49;187.115;187.19;185579
AAPL;60;231114;140000;187.18;187.99;186.83;187.9;351982
AAPL;60;231114;150000;187.9;188.1;187.21;187.43;695855
AAPL;60;231115;090000;187.85;188.7;187.8;188.25;352167
AAPL;60;231115;100000;188.24;189.23;187.86;189.19;430196
AAPL;60;231115;110000;189.175;189.49;188.61;188.75;433571
AAPL;60;231115;120000;188.76;189.16;188.55;188.8;201170
AAPL;60;231115;130000;188.78;189.07;188.47;188.94;190393
AAPL;60;231115;140000;188.945;188.96;188.175;188.32;187463
AAPL;60;231115;150000;188.28;188.55;187.79;188.09;532918
AAPL;60;231116;090000;189.59;190.95;189.52;190.68;930298
AAPL;60;231116;100000;190.685;190.83;189.02;189.44;458237
AAPL;60;231116;110000;189.46;189.56;188.73;189.29;320200
AAPL;60;231116;120000;189.29;189.98;189.19;189.75;209626
AAPL;60;231116;130000;189.735;189.78;188.99;189.28;234668
AAPL;60;231116;140000;189.27;189.72;189.22;189.57;232500
AAPL;60;231116;150000;189.57;189.865;189.34;189.77;512226
AAPL;60;231117;090000;190.16;190.35;189.15;189.77;298794
AAPL;60;231117;100000;189.74;189.755;188.58;189.63;408521
AAPL;60;231117;110000;189.56;189.6;188.83;189.245;247000
AAPL;60;231117;120000;189.23;189.45;188.9;189.25;166659
AAPL;60;231117;130000;189.28;189.72;189.09;189.54;153527
AAPL;60;231117;140000;189.55;189.97;189.55;189.96;185807
AAPL;60;231117;150000;189.97;190.18;189.52;189.75;523934
AAPL;60;231120;090000;189.93;191.66;189.93;191.22;357827
AAPL;60;231120;100000;191.22;191.34;190.44;191.12;271857
AAPL;60;231120;110000;191.12;191.37;191.02;191.3;184367
AAPL;60;231120;120000;191.32;191.55;191.085;191.16;165886
AAPL;60;231120;130000;191.17;191.79;191.14;191.65;245607
AAPL;60;231120;140000;191.69;191.77;191.35;191.58;199239
AAPL;60;231120;150000;191.58;191.905;191.18;191.49;450801
AAPL;60;231121;090000;191.49;191.52;190.495;190.82;268956
AAPL;60;231121;100000;190.84;191.07;190.08;190.25;390903
AAPL;60;231121;110000;190.26;190.31;189.74;190.23;245623
AAPL;60;231121;120000;190.24;190.59;190.095;190.535;179645
AAPL;60;231121;130000;190.53;190.595;190.05;190.415;171015
AAPL;60;231121;140000;190.4;190.61;190.19;190.52;164943
AAPL;60;231121;150000;190.5;190.73;190.29;190.66;440584
AAPL;60;231122;090000;191.5;192.92;191.465;191.94;537523
AAPL;60;231122;100000;191.91;192.37;191.4;191.44;349093
AAPL;60;231122;110000;191.45;191.85;191.45;191.66;175469
AAPL;60;231122;120000;191.67;191.95;191.56;191.9;219665
AAPL;60;231122;130000;191.89;192.08;191.54;191.63;158434
AAPL;60;231122;140000;191.62;191.7;190.83;191.355;207782
AAPL;60;231122;150000;191.35;191.7;191.23;191.32;367624
AAPL;60;231124;090000;190.86;190.9;189.7;189.99;282476
AAPL;60;231124;100000;190.03;190.09;189.25;189.48;318391
AAPL;60;231124;110000;189.5;189.78;189.36;189.59;232452
AAPL;60;231124;120000;189.59;189.99;189.5;189.97;304524
AAPL;60;231127;090000;189.97;190.38;188.91;189.24;249072
AAPL;60;231127;100000;189.25;189.9;189.02;189.33;278560
AAPL;60;231127;110000;189.33;190.42;189.05;190.3;302524
AAPL;60;231127;120000;190.28;190.51;190.21;190.46;149074
AAPL;60;231127;130000;190.47;190.67;190.03;190.11;182117
AAPL;60;231127;140000;190.13;190.18;189.53;189.88;137789
AAPL;60;231127;150000;189.89;190.05;189.61;189.77;510944
AAPL;60;231127;160000;189.78;189.78;189.78;189.78;100
AAPL;60;231128;090000;189.79;190.26;189.405;189.72;215849
AAPL;60;231128;100000;189.72;190.58;189.72;190.16;337260
AAPL;60;231128;110000;190.15;191.08;190.08;190.72;252285
AAPL;60;231128;120000;190.73;190.79;190.23;190.3;147871
AAPL;60;231128;130000;190.3;190.3;189.77;189.89;238253
AAPL;60;231128;140000;189.92;190.105;189.67;190.04;178170
AAPL;60;231128;150000;190.05;190.39;189.585;190.38;430594
AAPL;60;231129;090000;190.9;192.08;190.9;191.73;299273
AAPL;60;231129;100000;191.75;191.82;190.6;190.92;327427
AAPL;60;231129;110000;190.925;190.945;189.92;189.93;263086
AAPL;60;231129;120000;189.92;189.92;189.525;189.68;150737
AAPL;60;231129;130000;189.71;189.75;189.185;189.47;154877
AAPL;60;231129;140000;189.47;189.49;189.06;189.34;192709
AAPL;60;231129;150000;189.33;189.445;188.97;189.355;398043
AAPL;60;231130;090000;189.85;190.31;189.06;189.2;289066
AAPL;60;231130;100000;189.22;189.35;188.35;188.77;412652
AAPL;60;231130;110000;188.74;188.91;188.19;188.23;274823
AAPL;60;231130;120000;188.255;188.75;188.19;188.71;175373
AAPL;60;231130;130000;188.69;188.76;188.27;188.51;133465
AAPL;60;231130;140000;188.51;189.2;188.51;189.18;163272
AAPL;60;231130;150000;189.19;190.2;188.7;189.95;661624
AAPL;60;231201;090000;190.33;190.49;189.23;189.97;260110
AAPL;60;231201;100000;189.98;190.49;189.92;190.32;345839
AAPL;60;231201;110000;190.35;191.24;190.18;191.04;451055
AAPL;60;231201;120000;191.05;191.54;190.97;191.53;212808
AAPL;60;231201;130000;191.53;191.56;190.83;191.17;156845
AAPL;60;231201;140000;191.205;191.34;190.91;191.275;179503
AAPL;60;231201;150000;191.25;191.375;190.89;191.24;393809
AAPL;60;231204;090000;189.98;190.04;188.94;189.41;362986
AAPL;60;231204;100000;189.4;189.635;187.75;188.03;514891
AAPL;60;231204;110000;188.015;188.42;187.455;188.35;291193
AAPL;60;231204;120000;188.39;188.77;188.2;188.67;203012
AAPL;60;231204;130000;188.67;188.81;188.5;188.65;171544
AAPL;60;231204;140000;188.67;189.13;188.5;189.01;200745
AAPL;60;231204;150000;189.01;189.65;188.73;189.43;526576
AAPL;60;231205;090000;190.24;193.35;190.23;192.7;811782
AAPL;60;231205;100000;192.65;194.36;192.61;194.27;892202
AAPL;60;231205;110000;194.27;194.4;192.62;193.21;431302
AAPL;60;231205;120000;193.22;193.83;192.96;193.63;285342
AAPL;60;231205;130000;193.63;193.66;192.86;192.91;222369
AAPL;60;231205;140000;192.9;193.31;192.76;193.22;216443
AAPL;60;231205;150000;193.22;193.53;192.87;193.49;515301
AAPL;60;231206;090000;194.45;194.76;192.97;193.14;382825
AAPL;60;231206;100000;193.15;193.15;192.205;192.66;434526
AAPL;60;231206;110000;192.67;193.33;192.47;193.03;246263
AAPL;60;231206;120000;193.04;193.09;192.65;192.68;113743
AAPL;60;231206;130000;192.69;193.23;192.38;193.16;129434
AAPL;60;231206;140000;193.17;193.21;192.75;192.92;139972
AAPL;60;231206;150000;192.89;192.92;192.12;192.34;468420
AAPL;60;231207;090000;193.63;194.91;193.61;193.92;529485
AAPL;60;231207;100000;193.89;194.98;193.88;194.81;369833
AAPL;60;231207;110000;194.8;194.9;194.02;194.87;261011
AAPL;60;231207;120000;194.88;195;194.52;194.52;221194
AAPL;60;231207;130000;194.515;194.77;194.24;194.325;154017
AAPL;60;231207;140000;194.31;194.49;194.13;194.15;120724
AAPL;60;231207;150000;194.125;194.34;194.01;194.23;337588
AAPL;60;231208;090000;194.09;194.53;193.68;193.82;339371
AAPL;60;231208;100000;193.83;195;193.83;194.98;438025
AAPL;60;231208;110000;194.99;194.99;194.28;194.46;253883
AAPL;60;231208;120000;194.445;195.295;194.34;195.17;355260
AAPL;60;231208;130000;195.19;195.63;195.03;195.61;245435
AAPL;60;231208;140000;195.62;195.97;195.45;195.81;299051
AAPL;60;231208;150000;195.84;195.98;195.41;195.69;465907
AAPL;60;231211;090000;193.11;193.49;192.29;192.83;903912
AAPL;60;231211;100000;192.91;192.99;191.71;191.99;577096
AAPL;60;231211;110000;191.97;192.22;191.435;191.97;358411
AAPL;60;231211;120000;191.98;192.385;191.82;192.22;220082
AAPL;60;231211;130000;192.21;192.8;192.15;192.79;243500
AAPL;60;231211;140000;192.795;193;192.685;192.895;203833
AAPL;60;231211;150000;192.89;193.29;192.75;193.18;460976
AAPL;60;231212;090000;193.08;193.37;191.74;192.41;400217
AAPL;60;231212;100000;192.41;193.415;192.26;193.25;399728
AAPL;60;231212;110000;193.23;193.61;193.14;193.42;238963
AAPL;60;231212;120000;193.44;193.5;193.07;193.44;165958
AAPL;60;231212;130000;193.43;194.14;193.38;194.06;317840
AAPL;60;231212;140000;194.06;194.34;193.99;194.24;228583
AAPL;60;231212;150000;194.24;194.71;194.21;194.64;491419
AAPL;60;231213;090000;195.09;196.58;194.85;195.9;389462
AAPL;60;231213;100000;195.9;196.735;195.81;196.345;380490
AAPL;60;231213;110000;196.33;196.46;195.66;195.97;291226
AAPL;60;231213;120000;195.96;196.11;195.49;196.095;210670
AAPL;60;231213;130000;196.095;196.91;196.06;196.46;292101
AAPL;60;231213;140000;196.49;197.99;196.49;197.91;844422
AAPL;60;231213;150000;197.93;197.97;196.58;197.88;1166504
AAPL;60;231214;090000;198.02;199.615;198;199.21;568269
AAPL;60;231214;100000;199.19;199.59;198.66;199.1;649295
AAPL;60;231214;110000;199.115;199.21;197.76;197.78;410262
AAPL;60;231214;120000;197.79;198.54;197.595;197.705;317471
AAPL;60;231214;130000;197.695;197.695;196.165;196.78;386717
AAPL;60;231214;140000;196.78;197.9;196.78;197.72;306573
AAPL;60;231214;150000;197.72;198.14;197.57;198.14;618155
AAPL;60;231215;090000;197.53;198.15;197.1;197.88;366683
AAPL;60;231215;100000;197.89;198.395;197.42;197.66;424067
AAPL;60;231215;110000;197.68;198.01;197.35;197.93;267610
AAPL;60;231215;120000;197.94;197.95;197.16;197.17;235957
AAPL;60;231215;130000;197.15;197.63;197.03;197.57;344716
AAPL;60;231215;140000;197.57;197.66;197.28;197.48;192205
AAPL;60;231215;150000;197.48;198.2;197;197.23;614579
